Step,N_Iter,X_min_x,X_min_y,F_min
0.1,100000,0.3722967403900969,0.3722967403900969,3.6543007688503373
0.01,28,1.9744519866060186,1.9744519866060186,6.559645375627877
0.001,367,1.9744519866167545,1.9744519866167545,6.5596453756278805
